,QuoteNumber,Original_Quote_Date,QuoteConversion_Flag,Field6,Field7,Field8,Field9,Field10,Field11,Field12,CoverageField1A,CoverageField1B,CoverageField2A,CoverageField2B,CoverageField3A,CoverageField3B,CoverageField4A,CoverageField4B,CoverageField5A,CoverageField5B,CoverageField6A,CoverageField6B,CoverageField8,CoverageField9,CoverageField11A,CoverageField11B,SalesField1A,SalesField1B,SalesField2A,SalesField2B,SalesField3,SalesField4,SalesField5,SalesField6,SalesField7,SalesField8,SalesField9,SalesField10,SalesField11,SalesField12,SalesField13,SalesField14,SalesField15,PersonalField1,PersonalField2,PersonalField4A,PersonalField4B,PersonalField5,PersonalField6,PersonalField7,PersonalField8,PersonalField9,PersonalField10A,PersonalField10B,PersonalField11,PersonalField12,PersonalField13,PersonalField14,PersonalField15,PersonalField16,PersonalField17,PersonalField18,PersonalField19,PersonalField22,PersonalField23,PersonalField24,PersonalField25,PersonalField26,PersonalField27,PersonalField28,PersonalField29,PersonalField30,PersonalField31,PersonalField32,PersonalField33,PersonalField34,PersonalField35,PersonalField36,PersonalField37,PersonalField38,PersonalField39,PersonalField40,PersonalField41,PersonalField42,PersonalField43,PersonalField44,PersonalField45,PersonalField46,PersonalField47,PersonalField48,PersonalField49,PersonalField50,PersonalField51,PersonalField52,PersonalField53,PersonalField54,PersonalField55,PersonalField56,PersonalField57,PersonalField58,PersonalField59,PersonalField60,PersonalField61,PersonalField62,PersonalField63,PersonalField64,PersonalField65,PersonalField66,PersonalField67,PersonalField68,PersonalField69,PersonalField70,PersonalField71,PersonalField72,PersonalField73,PersonalField74,PersonalField75,PersonalField76,PersonalField77,PersonalField78,PersonalField79,PersonalField80,PersonalField81,PersonalField82,PersonalField83,PersonalField84,PropertyField1A,PropertyField1B,PropertyField2A,PropertyField2B,PropertyField3,PropertyField4,PropertyField5,PropertyField6,PropertyField7,PropertyField8,PropertyField9,PropertyField10,PropertyField11A,PropertyField11B,PropertyField12,PropertyField13,PropertyField14,PropertyField15,PropertyField16A,PropertyField16B,PropertyField17,PropertyField18,PropertyField19,PropertyField20,PropertyField21A,PropertyField21B,PropertyField22,PropertyField23,PropertyField24A,PropertyField24B,PropertyField25,PropertyField26A,PropertyField26B,PropertyField27,PropertyField28,PropertyField29,PropertyField30,PropertyField31,PropertyField32,PropertyField33,PropertyField34,PropertyField35,PropertyField36,PropertyField37,PropertyField38,PropertyField39A,PropertyField39B,GeographicField1A,GeographicField1B,GeographicField2A,GeographicField2B,GeographicField3A,GeographicField3B,GeographicField4A,GeographicField4B,GeographicField5A,GeographicField5B,GeographicField6A,GeographicField6B,GeographicField7A,GeographicField7B,GeographicField8A,GeographicField8B,GeographicField9A,GeographicField9B,GeographicField10A,GeographicField10B,GeographicField11A,GeographicField11B,GeographicField12A,GeographicField12B,GeographicField13A,GeographicField13B,GeographicField14A,GeographicField14B,GeographicField15A,GeographicField15B,GeographicField16A,GeographicField16B,GeographicField17A,GeographicField17B,GeographicField18A,GeographicField18B,GeographicField19A,GeographicField19B,GeographicField20A,GeographicField20B,GeographicField21A,GeographicField21B,GeographicField22A,GeographicField22B,GeographicField23A,GeographicField23B,GeographicField24A,GeographicField24B,GeographicField25A,GeographicField25B,GeographicField26A,GeographicField26B,GeographicField27A,GeographicField27B,GeographicField28A,GeographicField28B,GeographicField29A,GeographicField29B,GeographicField30A,GeographicField30B,GeographicField31A,GeographicField31B,GeographicField32A,GeographicField32B,GeographicField33A,GeographicField33B,GeographicField34A,GeographicField34B,GeographicField35A,GeographicField35B,GeographicField36A,GeographicField36B,GeographicField37A,GeographicField37B,GeographicField38A,GeographicField38B,GeographicField39A,GeographicField39B,GeographicField40A,GeographicField40B,GeographicField41A,GeographicField41B,GeographicField42A,GeographicField42B,GeographicField43A,GeographicField43B,GeographicField44A,GeographicField44B,GeographicField45A,GeographicField45B,GeographicField46A,GeographicField46B,GeographicField47A,GeographicField47B,GeographicField48A,GeographicField48B,GeographicField49A,GeographicField49B,GeographicField50A,GeographicField50B,GeographicField51A,GeographicField51B,GeographicField52A,GeographicField52B,GeographicField53A,GeographicField53B,GeographicField54A,GeographicField54B,GeographicField55A,GeographicField55B,GeographicField56A,GeographicField56B,GeographicField57A,GeographicField57B,GeographicField58A,GeographicField58B,GeographicField59A,GeographicField59B,GeographicField60A,GeographicField60B,GeographicField61A,GeographicField61B,GeographicField62A,GeographicField62B,GeographicField63,GeographicField64
224749,374635,2013-08-06,0,F,11,0.9919,0.0038,564,1.1886,N,9,16,9,16,13,20,9,15,13,22,13,23,T,E,3,4,4,12,3,10,1,5,5,4,P,63190,0,1,1,2,1,1,2,1,1,2,2,7,0,N,1,2,12,19,0,1,2,4,9,XM,ZF,XK,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,11,16,-1,8,N,N,Y,0,D,1,0,1,-1,23,1,2,C,1,7,16,0,2,1,0,9,16,2,1,13,18,2.0,8,11,13,B,,N,N,Y,F,Y,2,N,N,N,14,17,6,13,16,16,13,15,6,4,-1,18,4,13,9,13,5,13,5,12,-1,25,4,15,8,13,5,14,-1,13,9,11,5,12,2,15,-1,20,20,19,18,21,-1,19,-1,19,-1,11,13,6,10,6,6,6,13,5,6,9,9,14,9,15,13,20,6,10,4,3,9,9,7,12,7,8,2,2,6,7,8,15,11,18,24,23,9,10,11,15,19,20,11,17,18,19,7,11,18,17,13,7,21,21,15,16,15,15,16,11,11,9,8,16,-1,9,7,4,9,9,22,24,-1,18,-1,21,-1,9,N,NJ
151847,252742,2014-06-12,1,B,25,0.9153,0.0007,935,1.02,N,7,11,7,12,10,17,7,11,25,25,25,25,Y,E,9,17,8,20,8,21,1,3,4,11,V,44728,0,0,0,0,0,0,0,1,1,5,5,7,0,N,1,2,5,7,0,1,1,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,17,22,-1,8,N,N,Y,0,O,1,0,1,-1,21,4,2,A,2,16,23,1,2,0,0,5,7,2,1,6,8,1.0,12,17,10,B,,N,K,Y,E,N,2,N,Y,N,13,16,10,20,19,20,14,16,15,17,-1,13,2,2,2,3,2,3,1,2,-1,25,2,5,2,4,2,3,-1,7,3,3,2,3,16,23,25,25,2,2,2,2,-1,12,-1,15,-1,3,15,11,19,20,20,22,17,16,15,22,21,24,17,24,2,1,7,11,17,23,12,16,12,21,22,25,17,24,13,20,6,12,2,3,3,5,8,9,9,9,14,15,2,3,10,7,24,25,16,15,15,10,15,12,10,8,10,9,18,15,19,21,6,13,-1,15,23,25,2,1,13,15,-1,12,-1,24,-1,9,N,CA
146840,244436,2013-08-20,0,F,11,0.9919,0.0038,564,1.1886,N,8,14,9,14,7,12,8,14,13,22,13,23,X,B,20,24,4,13,4,13,0,5,5,21,P,32149,0,1,10,11,0,3,4,1,1,5,6,7,0,N,1,2,11,19,0,1,2,2,8,ZH,XV,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,2,2,-1,6,N,N,Y,0,R,1,0,1,-1,21,4,2,C,4,8,17,0,2,1,0,8,14,2,1,13,19,2.0,9,12,15,A,,N,M,Y,F,Y,1,N,N,N,17,21,2,4,14,13,16,18,5,3,-1,22,4,12,10,14,5,13,6,14,-1,25,4,11,9,15,5,12,-1,12,10,16,6,14,2,12,-1,15,20,20,20,21,-1,17,-1,18,-1,10,18,17,12,8,7,8,15,11,1,1,16,22,3,2,6,8,5,6,7,10,4,2,19,24,6,6,2,1,5,5,6,10,10,15,24,22,14,19,11,14,21,22,12,21,20,22,7,14,14,12,13,6,17,16,10,8,11,9,21,20,14,13,4,6,-1,7,8,4,3,2,14,18,-1,11,-1,8,-1,8,N,NJ
256459,427308,2014-02-14,0,F,11,0.9685,0.004,548,1.1886,N,3,2,3,3,2,2,3,2,13,22,13,23,T,E,7,14,3,8,6,18,1,5,5,11,R,59578,1,1,1,1,0,0,0,1,1,8,11,7,0,N,1,3,-1,-1,0,5,2,2,16,XB,XL,ZN,ZQ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,8,12,-1,24,N,N,Y,0,R,1,0,1,-1,21,4,1,C,4,5,10,0,2,0,0,3,2,2,1,4,3,1.0,9,11,10,B,,N,O,Y,G,Y,2,N,Y,N,15,18,7,16,15,14,9,9,5,3,-1,21,4,12,10,14,5,13,6,14,-1,25,4,11,9,15,5,12,-1,12,10,16,6,14,2,12,-1,3,21,20,19,21,-1,17,-1,21,-1,10,18,17,12,8,7,8,15,11,2,2,5,4,6,7,13,21,8,13,14,21,7,5,10,17,7,9,4,9,6,6,10,19,10,16,24,22,12,15,11,17,19,20,11,16,19,20,7,13,17,16,10,4,12,8,17,18,16,18,16,11,17,19,8,15,-1,15,9,6,14,17,19,23,-1,15,-1,17,-1,8,N,NJ
216154,360365,2014-03-23,1,B,25,0.9153,0.0007,935,1.02,N,25,25,25,25,22,24,23,25,13,22,13,23,Y,D,3,4,7,19,2,3,1,5,5,20,M,30236,1,0,0,0,0,0,0,1,1,13,16,6,1,N,1,2,5,5,0,2,2,6,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,7,10,-1,24,N,N,Y,0,O,1,0,1,-1,21,4,2,C,1,13,22,1,3,0,0,25,25,2,4,17,23,2.0,12,17,6,B,,N,N,N,G,Y,2,N,N,N,3,2,10,20,12,11,16,19,14,14,-1,13,2,3,4,5,2,5,2,2,-1,25,2,6,3,6,2,6,-1,7,5,5,2,5,9,21,-1,2,2,3,3,5,-1,4,-1,15,-1,4,18,18,23,24,22,24,22,22,9,15,11,17,8,14,6,8,25,25,16,22,11,12,2,1,4,3,6,15,14,22,7,14,3,7,2,3,5,3,8,7,14,14,2,2,10,9,21,23,16,14,18,15,15,12,22,24,21,23,15,9,19,21,9,18,-1,16,6,3,15,20,9,10,-1,16,-1,18,-1,13,N,CA
229508,382561,2014-09-19,0,J,26,0.8928,0.0004,"1,113",1.2665,N,5,6,5,6,4,5,4,6,13,22,13,23,Y,F,11,21,25,25,25,25,1,5,5,11,V,51938,0,2,2,2,1,1,1,1,1,6,7,7,0,N,1,3,-1,-1,0,5,2,2,16,ZT,XH,YQ,ZV,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,2,2,-1,6,N,N,Y,0,J,1,0,1,-1,21,4,2,C,1,3,4,0,2,1,0,5,6,2,13,6,8,2.0,4,4,13,B,,N,O,Y,H,N,2,N,Y,N,14,18,4,9,3,1,2,1,24,25,-1,25,12,20,21,21,13,20,24,25,-1,25,14,20,20,20,14,20,-1,14,23,22,8,17,2,6,-1,7,8,10,2,4,-1,5,-1,15,-1,20,19,20,13,10,7,10,16,14,10,16,4,3,5,5,6,6,2,1,1,1,2,1,2,1,6,5,5,13,5,5,3,3,8,13,13,9,6,5,23,24,9,8,11,18,11,13,8,16,2,1,21,21,24,24,4,2,4,2,13,7,5,2,6,12,-1,2,16,18,9,10,2,1,-1,2,-1,6,-1,11,N,TX
118052,196576,2014-06-14,1,B,25,0.9153,0.0007,935,1.02,N,11,18,11,18,9,16,10,17,13,22,1,6,Y,E,6,13,2,5,2,2,1,1,2,20,K,30294,0,0,0,0,0,0,0,1,1,10,13,7,0,N,1,1,5,4,0,4,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,2,1,-1,4,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,8,17,0,2,1,0,11,18,2,4,12,18,2.0,8,11,6,B,,N,K,Y,H,Y,2,Y,N,N,11,13,5,10,8,5,12,14,16,18,-1,13,2,9,6,7,2,7,2,5,-1,25,2,9,4,7,2,8,-1,9,8,7,3,7,4,19,-1,12,2,4,3,8,-1,4,-1,15,-1,2,13,8,16,15,16,20,15,11,4,5,5,4,3,2,12,18,12,19,15,22,4,2,5,7,5,5,10,20,9,13,6,11,3,8,2,1,4,2,9,10,10,9,2,4,11,12,21,23,11,8,11,4,3,1,20,22,18,20,11,5,24,25,15,22,-1,23,21,23,11,13,12,14,-1,10,-1,10,-1,13,N,CA
64363,107104,2015-01-09,0,B,25,0.9153,0.0007,935,1.02,N,9,15,9,16,12,20,9,15,13,22,1,6,Y,E,7,14,5,14,4,13,1,4,3,20,V,57535,0,0,0,0,0,0,0,0,0,25,25,6,1,N,1,2,18,22,0,1,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,24,25,-1,6,N,N,Y,0,O,1,0,1,-1,21,4,0,B,4,9,19,1,2,1,0,9,15,2,1,7,10,2.0,5,5,4,B,,Y,K,Y,E,Y,1,N,N,N,7,6,15,23,12,11,11,13,1,1,-1,13,2,6,4,6,2,6,2,8,-1,25,2,4,3,5,2,5,-1,7,6,6,2,6,25,25,25,25,12,14,19,21,-1,9,-1,15,-1,7,17,16,19,22,16,19,21,20,25,25,11,17,11,21,10,15,4,3,3,2,23,25,7,12,12,20,13,23,6,7,11,20,2,5,14,11,6,6,2,2,9,7,21,23,9,4,9,18,4,2,15,9,19,19,5,3,5,3,17,12,19,21,12,20,-1,21,13,13,6,4,19,23,-1,21,-1,20,-1,16,N,CA
58028,96583,2013-05-02,0,B,23,0.9403,0.0006,965,1.02,N,15,22,15,22,14,21,14,22,13,22,13,23,T,D,2,2,4,11,2,2,1,5,5,1,Q,45670,0,0,0,0,0,0,0,1,1,20,24,7,0,N,1,2,16,21,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,4,6,-1,18,N,N,Y,0,O,0,0,1,-1,21,4,3,C,4,17,23,0,0,0,0,15,22,2,9,12,18,3.0,4,4,6,B,0.0,N,O,Y,G,Y,1,N,N,N,5,4,4,9,25,25,16,18,20,22,-1,13,2,3,4,5,2,5,2,2,-1,25,2,6,3,6,2,6,-1,7,5,5,2,5,5,20,-1,2,2,3,2,4,-1,4,-1,15,-1,3,13,8,14,11,11,16,14,9,3,3,6,6,6,8,25,25,25,25,22,25,7,6,10,18,9,12,6,14,15,23,3,3,3,7,2,3,7,7,9,10,13,14,2,3,10,11,21,23,23,23,22,23,19,18,10,8,10,9,19,16,17,19,6,11,-1,11,14,14,16,21,8,8,-1,8,-1,24,-1,10,N,CA
205049,341741,2014-04-10,0,B,25,0.9153,0.0007,935,1.02,N,8,14,9,15,8,12,8,14,13,22,13,23,Y,D,8,15,3,8,3,7,1,5,5,20,Q,61619,0,0,0,0,0,0,0,1,1,10,13,6,1,N,1,2,5,4,0,3,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,15,19,-1,12,Y,Y,Y,0,O,0,0,1,-1,21,4,2,C,1,12,21,0,2,0,0,9,14,2,1,6,7,1.0,11,16,6,B,,N,O,Y,G,Y,2,N,N,N,5,4,14,23,17,17,9,10,12,11,-1,13,2,9,8,9,2,9,2,4,-1,25,2,9,5,8,2,9,-1,10,10,15,3,9,3,19,-1,23,8,10,12,18,-1,4,-1,15,-1,1,15,13,16,14,16,21,15,10,5,7,13,20,6,7,8,11,9,16,22,25,8,7,25,25,7,8,25,25,9,14,4,4,3,8,2,1,7,7,6,6,14,16,1,1,11,12,21,24,16,14,18,15,13,9,10,8,11,9,21,20,13,12,4,7,-1,15,14,15,7,5,11,12,-1,12,-1,3,-1,9,N,CA
113669,189301,2013-08-17,0,F,11,0.9919,0.0038,564,1.1886,N,1,1,1,1,1,1,1,1,13,22,13,23,T,J,10,19,2,5,7,19,1,5,5,21,R,66798,1,0,0,0,0,0,0,1,1,2,2,7,0,N,1,2,7,14,0,1,2,3,7,XM,YY,XY,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,14,19,-1,3,N,N,Y,0,N,1,0,1,-1,21,4,0,B,4,4,6,0,1,0,0,1,1,2,1,2,2,1.0,6,7,10,B,,N,O,Y,G,N,2,N,N,N,17,21,3,6,14,13,13,15,13,13,-1,20,5,16,10,15,5,16,7,16,-1,25,4,12,9,14,5,14,-1,16,11,17,7,16,2,11,-1,4,21,21,22,23,-1,16,-1,16,-1,18,18,17,14,13,7,10,19,18,4,4,5,4,7,10,6,6,11,18,7,10,6,4,14,22,7,8,4,8,11,18,10,19,10,15,23,20,9,10,9,10,15,17,8,8,10,11,5,3,18,17,15,10,14,10,18,20,18,20,17,13,9,6,5,11,-1,8,18,21,11,12,13,16,-1,13,-1,11,-1,17,N,NJ
6468,10775,2014-02-19,0,B,23,0.9403,0.0007,935,1.02,N,6,9,6,9,5,8,6,9,13,22,13,23,T,D,4,8,2,4,3,8,1,5,5,11,T,54136,0,0,0,0,0,0,0,1,1,10,13,6,1,N,1,2,14,20,0,1,2,1,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,4,6,-1,17,N,N,Y,0,O,0,0,1,-1,21,1,2,C,1,5,10,1,2,0,0,6,9,2,1,8,11,4.0,1,1,6,B,0.0,N,N,Y,G,Y,2,N,N,N,14,17,2,4,12,10,10,11,11,9,-1,13,1,1,6,7,2,7,1,1,-1,25,2,4,5,8,2,7,-1,7,7,6,3,6,3,18,-1,7,22,22,22,23,-1,4,-1,16,-1,20,24,25,24,25,20,23,25,25,7,10,10,16,8,13,5,5,9,15,7,9,15,20,5,6,14,21,2,1,6,7,11,20,19,24,19,18,8,9,8,8,14,15,25,25,11,12,3,2,7,4,10,3,10,6,4,2,4,3,15,9,15,16,8,15,-1,14,11,8,12,14,17,21,-1,14,-1,18,-1,15,N,CA
17042,28243,2014-11-15,1,F,7,1.0006,0.004,548,1.2433,N,12,20,12,20,16,23,12,19,25,25,25,25,Y,E,6,11,6,16,4,12,1,4,3,20,R,13557,1,0,0,0,0,0,0,1,1,7,10,7,0,N,1,1,4,2,0,4,2,2,10,XQ,ZH,XQ,ZJ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,5,8,-1,2,N,N,Y,0,R,1,0,1,25,25,1,2,C,2,15,23,0,3,1,0,12,20,2,1,17,22,2.0,11,16,4,B,,N,O,Y,H,N,2,N,N,N,14,17,3,5,18,19,16,18,19,21,-1,17,4,13,9,13,5,13,5,12,-1,25,4,15,8,13,5,14,-1,13,9,11,5,12,2,13,-1,18,20,19,18,21,-1,19,-1,19,-1,11,13,6,10,6,6,6,13,5,4,5,24,25,8,15,12,20,7,12,4,3,9,8,6,8,9,11,11,21,7,10,3,4,11,17,23,22,13,17,12,19,20,22,11,17,20,22,6,10,20,20,17,13,21,22,12,10,12,12,23,24,8,5,3,5,-1,5,17,19,13,17,7,6,-1,20,-1,16,-1,19,N,NJ
100756,167944,2015-05-06,0,F,22,1.0101,0.004,548,1.2694,N,5,7,5,7,4,5,5,6,13,22,13,23,Y,E,11,20,2,1,2,5,1,5,5,11,T,3798,0,0,0,0,0,0,0,1,1,18,22,7,0,N,1,2,13,20,0,1,2,2,6,ZN,ZS,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,15,20,-1,6,N,N,Y,0,R,1,0,1,-1,21,3,1,C,5,6,12,0,2,0,0,5,7,2,1,5,6,1.0,10,15,10,B,,N,O,Y,H,Y,2,N,N,N,11,12,10,19,14,13,8,8,10,9,-1,17,5,15,8,10,5,14,6,15,-1,25,4,16,8,10,5,16,-1,14,9,8,5,13,2,16,-1,16,20,19,18,20,-1,20,-1,19,-1,12,10,4,8,3,3,2,11,3,3,2,25,25,12,22,8,12,6,8,4,3,8,7,6,10,10,14,12,22,11,17,3,3,10,16,23,21,11,14,13,21,21,22,11,17,20,22,6,10,15,12,15,9,18,18,11,9,11,9,16,11,11,9,7,15,-1,7,16,18,9,8,15,19,-1,12,-1,8,-1,23,N,NJ
57826,96246,2014-10-06,0,J,26,0.8793,0.0004,"1,113",1.2665,N,13,21,13,21,12,19,13,20,13,22,13,23,Y,G,5,10,25,25,18,24,1,5,5,11,K,5586,0,0,0,0,0,0,0,1,1,7,9,7,0,N,1,2,6,11,0,1,2,3,14,XB,XE,ZH,ZT,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,2,2,-1,8,N,N,Y,0,J,1,0,1,-1,21,4,2,C,5,7,15,0,3,1,0,13,21,2,1,18,23,1.0,25,25,10,B,,N,O,N,G,N,0,N,N,N,14,17,2,1,10,7,13,15,15,16,-1,20,20,23,21,20,21,23,20,23,-1,25,21,23,21,21,21,23,-1,23,23,20,19,23,2,4,-1,3,14,16,3,6,-1,15,-1,15,25,25,16,14,19,23,8,11,25,25,3,3,5,4,4,4,7,9,6,9,9,14,2,1,5,7,7,7,2,2,4,3,9,18,25,25,16,13,14,19,11,15,11,10,9,11,7,2,9,17,13,11,19,16,15,11,13,12,14,13,24,24,14,14,4,6,-1,9,10,7,7,6,8,8,-1,19,-1,4,-1,8,N,TX
206953,344852,2013-09-05,0,J,23,0.9497,0.0004,"1,165",1.2665,N,16,22,6,9,7,11,15,22,13,22,13,23,T,G,2,2,17,24,9,21,1,5,5,4,Q,9571,0,0,0,0,0,0,0,1,1,10,13,7,0,N,1,2,5,8,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,5,8,-1,21,N,N,Y,0,S,0,0,1,-1,21,4,2,C,2,8,17,1,2,1,0,16,22,2,1,18,23,3.0,7,8,4,D,0.0,N,N,N,G,N,0,N,N,N,10,11,8,16,21,22,23,24,8,5,-1,23,13,21,22,22,14,21,18,20,-1,25,14,21,21,22,15,21,-1,19,23,22,10,20,2,4,-1,11,8,10,3,6,-1,6,-1,15,-1,21,19,20,13,10,7,10,16,14,8,14,11,17,4,3,8,12,12,20,7,10,10,11,8,15,4,3,2,2,2,1,11,21,20,24,15,13,8,10,22,24,8,4,11,19,4,1,8,15,21,21,24,24,22,23,11,9,11,10,23,24,9,6,3,4,-1,6,3,1,5,3,18,22,-1,22,-1,15,-1,19,N,TX
27440,45894,2015-02-14,0,B,25,0.9153,0.0007,935,1.02,N,14,21,14,21,18,23,13,20,13,22,1,6,Y,E,5,10,10,22,6,18,1,4,3,20,R,11497,1,0,0,0,0,0,0,0,0,19,23,7,0,N,1,2,7,15,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,15,20,-1,24,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,25,25,1,2,1,0,14,21,2,2,11,17,1.0,19,23,10,B,,N,O,Y,H,N,2,N,N,N,6,5,4,9,20,22,21,23,3,2,-1,13,2,2,2,3,2,3,1,2,-1,25,2,5,2,4,2,3,-1,7,3,3,2,3,12,22,-1,18,2,2,2,2,-1,12,-1,15,-1,3,15,11,19,20,20,22,17,16,17,23,25,25,10,18,12,19,13,20,25,25,19,24,25,25,22,25,6,15,10,15,25,25,2,3,3,5,3,2,11,17,10,9,2,3,9,5,22,25,20,19,19,18,19,19,12,11,13,12,21,20,18,19,4,6,-1,9,25,25,4,2,22,24,-1,23,-1,3,-1,19,N,CA
134080,223140,2014-01-27,0,E,23,0.9472,0.0006,"1,487",1.3045,N,7,11,7,11,6,9,6,10,13,22,13,23,T,F,4,7,3,9,4,12,1,5,5,7,K,61996,0,0,0,0,0,0,0,1,1,12,16,7,0,N,1,2,15,21,0,1,2,5,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,7,10,-1,17,N,N,Y,0,D,0,0,1,-1,21,1,2,C,4,4,7,0,0,0,0,7,10,2,1,4,5,3.0,1,1,13,B,0.0,N,O,N,H,N,0,N,N,N,6,5,2,4,15,15,13,15,9,8,-1,13,9,17,11,17,9,17,13,17,-1,25,9,17,13,17,9,17,-1,19,9,12,8,17,2,8,-1,10,17,17,4,11,-1,23,25,25,-1,17,1,1,1,1,1,1,2,1,4,5,5,4,8,13,21,24,6,9,9,14,25,25,11,19,11,17,4,9,11,18,3,4,8,13,19,18,17,23,10,13,17,19,8,8,17,19,6,5,17,16,17,12,12,8,22,24,21,23,16,11,10,8,5,9,-1,7,15,17,12,15,19,23,-1,17,-1,9,-1,9,N,IL
